topic_cluster,source_concept,search_intent,locale,current_primary_term,recommended_primary_term,accepted_alternatives,terms_to_avoid,official_source,SERP_evidence,GSC_evidence,confidence,notes
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",es-ES,Internet lento en el móvil,Internet lento en el móvil,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,Latin American celular/computadora; unexplained English head terms,runcheck-translation-profile-es-ES.md; current localized corpus; no single official UI term governs this broad concept,"Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",it-IT,connessione Internet lenta sullo smartphone,connessione Internet lenta sullo smartphone,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,Spanish/other-market wording; unexplained English head terms,runcheck-translation-profile-it-IT.md; current localized corpus; no single official UI term governs this broad concept,"Query: Italia Android ""memoria piena"" ""Internet lento"" potenza del segnale smartphone (it-IT/Italy, 2026-07-15). Results were sparse; profile/corpus terms retained with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,fi-FI,Android-puhelimen laitteiston testaus,Android-puhelimen laitteiston testaus,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",untranslated English except protected terms; Swedish/other-market variants,runcheck-translation-profile-fi-FI.md; current localized corpus; no single official UI term governs this broad concept,"Query: Suomi Android puhelin ylikuumenee thermal throttling laitteistotesti diagnostiikkasovellus (fi-FI/Finland, 2026-07-15). Results consistently used kuumenee/ylikuumeneminen; no stable Finnish consumer head term for thermal throttling, so explanation-first wording remains safer. https://fi.androidguias.com/Androidin-ylikuumeneminen%3A-syyt--kuinka-havaita-se-ja-kuinka-j%C3%A4%C3%A4hdytt%C3%A4%C3%A4-se-turvallisesti/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,sv-SE,testa Android-telefonens hårdvara,testa Android-telefonens hårdvara,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",untranslated English except protected terms; Finland-Swedish administrative wording,https://www.samsung.com/se/support/mobile-devices/how-to-check-the-battery-status-on-your-samsung-galaxy-phone/,"Query: Ruotsi Android telefon överhettas termisk strypning hårdvarutest diagnostikapp (sv-SE/Sweden, 2026-07-15). Results were sparse and partly app-store noise; no volume or dominance claim is made. Official/local corpus terminology supports överhettning and explanation-first termisk strypning.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,nb-NO,teste maskinvaren i en Android-telefon,teste maskinvaren i en Android-telefon,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",Danish or Nynorsk wording; untranslated English except protected terms,https://www.samsung.com/no/support/mobile-devices/hvordan-du-bruker-samsung-members-funksjonen-diagnostikk/,"Query: Norge Android telefon overopphetes termisk struping maskinvaretest diagnoseapp (nb-NO/Norway, 2026-07-15). Results were sparse/app-store-heavy; no dominance claim. Profile wording remains MEDIUM/LOW for thermal throttling.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,da-DK,teste hardwaren i en Android-telefon,teste hardwaren i en Android-telefon,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",Norwegian/Swedish wording; untranslated English except protected terms,https://www.samsung.com/dk/support/mobile-devices/how-to-use-diagnostics-in-the-samsung-members-app-on-your-galaxy-device/,"Query: Danmark Android telefon overophedet termisk begrænsning hardwaretest diagnoseapp (da-DK/Denmark, 2026-07-15). Results were sparse; official Pixel uses temperatur/termiske diagnosticeringssignaler, supporting explanation-first terminology. https://support.google.com/pixelphone/answer/15679416?hl=da",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,de-DE,Android-Smartphone-Hardware testen,Android-Smartphone-Hardware testen,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",unexplained English marketing terminology or invented compounds,https://www.samsung.com/de/support/mobile-devices/nutzung-der-diagnose-funktion-von-samsung-members/,"Query: Deutschland Android Smartphone überhitzt thermische Drosselung Hardware testen Diagnose-App (de-DE/Germany, 2026-07-15). Official Pixel uses Überhitzung/thermische Diagnose; the technical term thermische Drosselung remains precise. https://support.google.com/pixelphone/answer/15679416?hl=de",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,fr-FR,tester le matériel d’un téléphone Android,tester le matériel d’un téléphone Android,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",Canadian-French regional wording or unexplained English head terms,https://www.samsung.com/fr/support/mobile-devices/comment-utiliser-les-diagnostics-dans-lapplication-samsung-members/,"Query: France Android téléphone surchauffe bridage thermique test matériel application diagnostic (fr-FR/France, 2026-07-15). Editorial/app titles repeat surchauffe and bridage thermique; official/local manufacturer pages use diagnostic. https://www.frandroid.com/produits-android/smartphone/2853559_votre-smartphone-rame-subitement-en-jeu-on-vous-explique-le-throttling-et-pourquoi-ce-nest-pas-toujours-une-mauvaise-nouvelle",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,es-ES,probar el hardware de un móvil Android,probar el hardware de un móvil Android,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",Latin American celular/computadora; unexplained English head terms,https://www.samsung.com/es/support/mobile-devices/how-to-use-diagnostics-in-the-samsung-members-app-on-your-galaxy-device/,"Query: España Android móvil se sobrecalienta limitación térmica probar hardware aplicación diagnóstico (es-ES/Spain, 2026-07-15). Official Xiaomi/Pixel use se sobrecalienta, temperatura and diagnóstico térmico. https://www.mi.com/es/support/faq/details/KA-07984/; https://support.google.com/pixelphone/answer/15679416?hl=es",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Android-laitteiston testaus,test Android phone hardware,Problem-solving: test components and sensors,it-IT,testare l’hardware di uno smartphone Android,testare l’hardware di uno smartphone Android,"component test; sensor test; screen, speaker, microphone, port, NFC, or camera test",Spanish/other-market wording; unexplained English head terms,runcheck-translation-profile-it-IT.md; current localized corpus; no single official UI term governs this broad concept,"Query: Italia Android smartphone si surriscalda thermal throttling test hardware app diagnostica (it-IT/Italy, 2026-07-15). Current editorial titles use surriscaldamento, test hardware, app di diagnostica and Thermal Throttling with explanation. https://www.repubblica.it/tecnologia/dossier/tutorial/2026/04/15/news/cosa_fare_quando_lo_smartphone_si_surriscalda_possibili_cause_e_soluzioni-425284950/; https://www.navigaweb.net/2016/03/app-android-per-test-e-verifica-hardware.html",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 104-118, 131-137. Potential overlap: 104 vs 105-118. Current term is corpus/title evidence, not a search-volume claim."
Diagnostiikkasovellukset,Android diagnostic apps,Commercial investigation/informational: compare diagnostic tools,fi-FI,Android-diagnostiikkasovellus,Android-diagnostiikkasovellus,diagnostic tool; phone-check app; manufacturer diagnostic app,untranslated English except protected terms; Swedish/other-market variants,runcheck-translation-profile-fi-FI.md; current localized corpus; no single official UI term governs this broad concept,"Query: Suomi Android puhelin ylikuumenee thermal throttling laitteistotesti diagnostiikkasovellus (fi-FI/Finland, 2026-07-15). Results consistently used kuumenee/ylikuumeneminen; no stable Finnish consumer head term for thermal throttling, so explanation-first wording remains safer. https://fi.androidguias.com/Androidin-ylikuumeneminen%3A-syyt--kuinka-havaita-se-ja-kuinka-j%C3%A4%C3%A4hdytt%C3%A4%C3%A4-se-turvallisesti/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 7, 104, 138-140, 157-160. Potential overlap: 138 vs 139 vs 140. Current term is corpus/title evidence, not a search-volume claim."
