sourceNumber,locale,published_url,topic_cluster,current_title,current_H1,current_meta_title,current_description,current_primary_term,recommended_primary_term,secondary_terms,search_intent,verdict,suggested_meta_title,suggested_meta_description,suggested_H1,suggested_intro_change,suggested_H2_changes,evidence,confidence,manual_review_required
104,sv-SE,https://runcheckapp.com/sv/artiklar/hardvara/sa-testar-du-hardvaran-i-en-android-telefon-komplett-diagnostikguide-2026/,Android-laitteiston testaus,Så testar du hårdvaran i en Android-telefon: komplett diagnostikguide (2026),Så testar du hårdvaran i en Android-telefon: komplett diagnostikguide (2026),,"En Android-telefon kan se helt normal ut trots att en komponent håller på att ge upp. Ett slitet batteri, en svag högtalare, en felaktig närhetssensor eller en skadad antenn visar inte alltid ett tydligt felmeddelande. I stället får du kortare batteritid, märkliga samtal, slumpmässig värme eller en skärm som inte reagerar i ett hörn.",testa Android-telefonens hårdvara,testa Android-telefonens hårdvara,batteri; batteriförbrukning; felsökning; prestanda,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Ruotsi Android telefon överhettas termisk strypning hårdvarutest diagnostikapp (sv-SE/Sweden, 2026-07-15). Results were sparse and partly app-store noise; no volume or dominance claim is made. Official/local corpus terminology supports överhettning and explanation-first termisk strypning.",MEDIUM,FALSE
104,nb-NO,https://runcheckapp.com/nb/artikler/maskinvare/slik-tester-du-maskinvaren-i-en-android-telefon-komplett-diagnoseguide-2026/,Android-laitteiston testaus,Slik tester du maskinvaren i en Android-telefon: komplett diagnoseguide (2026),Slik tester du maskinvaren i en Android-telefon: komplett diagnoseguide (2026),,"En Android-telefon kan se helt fin ut selv om én del er i ferd med å svikte. Et slitent batteri, en svak høyttaler, en dårlig nærhetssensor eller en skadet antenne gir ikke alltid et tydelig varsel. I stedet får du kortere batteritid, merkelige samtaler, tilfeldig varme eller et hjørne av skjermen som ikke reagerer på berøring.",teste maskinvaren i en Android-telefon,teste maskinvaren i en Android-telefon,batteri; strømforbruk; feilsøking; ytelse,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge Android telefon overopphetes termisk struping maskinvaretest diagnoseapp (nb-NO/Norway, 2026-07-15). Results were sparse/app-store-heavy; no dominance claim. Profile wording remains MEDIUM/LOW for thermal throttling.",MEDIUM,FALSE
104,da-DK,https://runcheckapp.com/da/artikler/hardware/sadan-tester-du-hardwaren-i-en-android-telefon-komplet-diagnoseguide-2026/,Android-laitteiston testaus,Sådan tester du hardwaren i en Android-telefon: komplet diagnoseguide (2026),Sådan tester du hardwaren i en Android-telefon: komplet diagnoseguide (2026),,"Din Android-telefon kan se helt normal ud, selv om én del er ved at svigte. Et slidt batteri, en svag højttaler, en defekt nærhedssensor eller en beskadiget antenne giver ikke altid en tydelig advarsel. I stedet får du kortere batteritid, mærkelige opkald, tilfældig varme eller et område af skærmen, der ikke reagerer på berøring.",teste hardwaren i en Android-telefon,teste hardwaren i en Android-telefon,batteri; strømforbrug; fejlfinding; ydeevne,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android telefon overophedet termisk begrænsning hardwaretest diagnoseapp (da-DK/Denmark, 2026-07-15). Results were sparse; official Pixel uses temperatur/termiske diagnosticeringssignaler, supporting explanation-first terminology. https://support.google.com/pixelphone/answer/15679416?hl=da",MEDIUM,FALSE
104,de-DE,https://runcheckapp.com/de/artikel/hardware/android-hardware-testen-vollstandiger-diagnoseleitfaden-2026/,Android-laitteiston testaus,Android-Hardware testen: vollständiger Diagnoseleitfaden (2026),Android-Hardware testen: vollständiger Diagnoseleitfaden (2026),,"Ein Android-Smartphone kann äußerlich völlig in Ordnung wirken, obwohl ein Bauteil langsam ausfällt. Ein verschlissener Akku, ein schwacher Lautsprecher, ein defekter Näherungssensor oder eine beschädigte Antenne kündigen sich nicht immer eindeutig an. Stattdessen bemerkst du eine kürzere Laufzeit, merkwürdige Telefonate, unerklärliche Hitze oder einen Bildschirm, der Berührungen in einer Ecke ignoriert.",Android-Smartphone-Hardware testen,Android-Smartphone-Hardware testen,akku; akkuverbrauch; fehlerbehebung; leistung,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Deutschland Android Smartphone überhitzt thermische Drosselung Hardware testen Diagnose-App (de-DE/Germany, 2026-07-15). Official Pixel uses Überhitzung/thermische Diagnose; the technical term thermische Drosselung remains precise. https://support.google.com/pixelphone/answer/15679416?hl=de",MEDIUM,FALSE
104,fr-FR,https://runcheckapp.com/fr/articles/materiel-et-capteurs/comment-tester-le-materiel-d-un-telephone-android-guide-de-diagnostic-complet-2026/,Android-laitteiston testaus,Comment tester le matériel d'un téléphone Android : guide de diagnostic complet (2026),Comment tester le matériel d'un téléphone Android : guide de diagnostic complet (2026),,"Votre téléphone Android peut sembler fonctionner normalement alors qu'un composant commence à lâcher. Une batterie fatiguée, un haut-parleur affaibli, un capteur de proximité défectueux ou une antenne endommagée ne se signalent pas toujours clairement. Vous constatez simplement une autonomie plus courte, des appels étranges, une chaleur aléatoire ou une zone de l'écran qui ne répond plus.",tester le matériel d’un téléphone Android,tester le matériel d’un téléphone Android,batterie; consommation; depannage; performances,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: France Android téléphone surchauffe bridage thermique test matériel application diagnostic (fr-FR/France, 2026-07-15). Editorial/app titles repeat surchauffe and bridage thermique; official/local manufacturer pages use diagnostic. https://www.frandroid.com/produits-android/smartphone/2853559_votre-smartphone-rame-subitement-en-jeu-on-vous-explique-le-throttling-et-pourquoi-ce-nest-pas-toujours-une-mauvaise-nouvelle",MEDIUM,FALSE
104,es-ES,https://runcheckapp.com/es/articulos/hardware-y-sensores/como-probar-el-hardware-de-un-movil-android-guia-completa-de-diagnostico-2026/,Android-laitteiston testaus,Cómo probar el hardware de un móvil Android: guía completa de diagnóstico (2026),Cómo probar el hardware de un móvil Android: guía completa de diagnóstico (2026),,"Un móvil Android puede parecer estar bien y tener una pieza que empieza a fallar. Una batería gastada, un altavoz débil, un sensor de proximidad defectuoso o una antena dañada no siempre se anuncian de forma clara. Lo que notas es menos autonomía, llamadas extrañas, calor aleatorio o una pantalla que no responde en una esquina.",probar el hardware de un móvil Android,probar el hardware de un móvil Android,bateria; consumo; solucion de problemas; rendimiento,Problem-solving: test components and sensors,MINOR,Cómo probar el hardware de un móvil Android (2026),KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. A measured CTR claim is not possible; the meta suggestion is editorial only. No GSC data. Query: España Android móvil se sobrecalienta limitación térmica probar hardware aplicación diagnóstico (es-ES/Spain, 2026-07-15). Official Xiaomi/Pixel use se sobrecalienta, temperatura and diagnóstico térmico. https://www.mi.com/es/support/faq/details/KA-07984/; https://support.google.com/pixelphone/answer/15679416?hl=es",MEDIUM,TRUE
122,en,https://runcheckapp.com/articles/software/how-to-check-for-android-security-patches/,Tietoturvapäivitykset,How to check for Android security patches,How to check for Android security patches,,"You're buying a used phone, or your own phone hasn't shown an update notification in months. The first thing to check is not the Android release. It is the security patch date.",Android security updates and patches,Android security updates and patches,updates; security; software,Informational/problem-solving: find and interpret the patch level,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
122,fi-FI,https://runcheckapp.com/fi/artikkelit/ohjelmisto/nain-tarkistat-androidin-tietoturvakorjaukset/,Tietoturvapäivitykset,Näin tarkistat Androidin tietoturvakorjaukset,Näin tarkistat Androidin tietoturvakorjaukset,,Olet ostamassa käytettyä puhelinta tai oma puhelimesi ei ole näyttänyt päivitysilmoitusta kuukausiin. Ensimmäiseksi ei kannata tarkistaa Android-versiota vaan tietoturvakorjauksen päivämäärä.,tietoturvakorjaus; korjaustaso,Androidin tietoturvapäivitys,päivitykset; tietoturva; ohjelmisto,Informational/problem-solving: find and interpret the patch level,REVISION RECOMMENDED,Androidin tietoturvapäivitysten tarkistaminen,KEEP,Näin tarkistat Androidin tietoturvapäivitykset,KEEP,Change only generic editorial H2 wording: 'Mistä korjauspäivämäärä löytyy' -> 'Mistä tietoturvapäivityksen päivämäärä löytyy'; 'Kuinka tuore korjaustason pitäisi olla?' -> 'Kuinka tuore tietoturvapäivityksen pitäisi olla?'. Keep verified UI labels/codes exact.,"Grammar: correct. Regional variety: correct. Technical meaning: understandable, but tietoturvakorjaus/korjaustaso is narrower patch wording. SEO issue: official Android and local search titles use tietoturvapäivitys for the broad head concept. Source: official terminology + SERP; no GSC. https://support.google.com/android/answer/7680439?hl=fi",HIGH,TRUE
122,sv-SE,https://runcheckapp.com/sv/artiklar/programvara/sa-kontrollerar-du-androids-sakerhetskorrigeringar/,Tietoturvapäivitykset,Så kontrollerar du Androids säkerhetskorrigeringar,Så kontrollerar du Androids säkerhetskorrigeringar,,"Du ska köpa en begagnad telefon, eller så har din egen inte visat någon uppdateringsavisering på flera månader. Det första du bör kontrollera är inte Android-versionen. Det är datumet för säkerhetsuppdateringen.",säkerhetskorrigering; säkerhetskorrigeringsnivå,Android-säkerhetsuppdatering,uppdateringar; säkerhet; programvara,Informational/problem-solving: find and interpret the patch level,REVISION RECOMMENDED,Kontrollera Androids säkerhetsuppdateringar,KEEP,Så kontrollerar du Androids säkerhetsuppdateringar,KEEP,Change generic editorial H2 wording to säkerhetsuppdatering where it means the broad update concept; keep the verified Android security patch level UI label exact.,Grammar: correct. Regional variety: correct. Technical meaning: correct patch wording. SEO issue: official Android broad concept is säkerhetsuppdatering; current H1 uses narrower säkerhetskorrigering. Source: official terminology + SERP; no GSC. https://www.android.com/intl/sv_se/safety/security/,HIGH,TRUE
122,nb-NO,https://runcheckapp.com/nb/artikler/programvare/slik-sjekker-du-sikkerhetsoppdateringer-pa-android/,Tietoturvapäivitykset,Slik sjekker du sikkerhetsoppdateringer på Android,Slik sjekker du sikkerhetsoppdateringer på Android,,"Du skal kjøpe en brukt telefon, eller din egen har ikke vist et oppdateringsvarsel på flere måneder. Det første du bør sjekke, er ikke Android-versjonen. Det er datoen for sikkerhetsoppdateringen.",sikkerhetsoppdatering for Android,sikkerhetsoppdatering for Android,oppdateringer; sikkerhet; programvare,Informational/problem-solving: find and interpret the patch level,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge Android sikkerhetsoppdatering programvarestøtte sikker modus fabrikkinnstillinger Xiaomi CIT (nb-NO/Norway, 2026-07-15). Official Android uses sikkerhetsoppdatering and tilbakestilling til fabrikkstandard/fabrikkinnstillinger. https://support.google.com/android/answer/7680439?hl=no; https://support.google.com/android/answer/6088915?hl=no",HIGH,FALSE
122,da-DK,https://runcheckapp.com/da/artikler/software/sadan-tjekker-du-androids-sikkerhedsopdateringer/,Tietoturvapäivitykset,Sådan tjekker du Androids sikkerhedsopdateringer,Sådan tjekker du Androids sikkerhedsopdateringer,,"Du er ved at købe en brugt telefon, eller din egen telefon har ikke vist en opdateringsnotifikation i flere måneder. Det første, du bør kontrollere, er ikke Android-versionen. Det er datoen for sikkerhedsopdateringen.",Android-sikkerhedsopdatering,Android-sikkerhedsopdatering,opdateringer; sikkerhed; software,Informational/problem-solving: find and interpret the patch level,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Danmark Android sikkerhedsopdatering softwaresupport sikker tilstand fabriksindstillinger Xiaomi CIT (da-DK/Denmark, 2026-07-15). Official Android uses gendanne fabriksindstillingerne; Android Denmark uses sikkerhedsopdateringer. https://support.google.com/android/answer/6088915?hl=da; https://www.android.com/intl/da_dk/android-14/",HIGH,TRUE
